OD,strain,ODb,biomass,time,carbon
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,2.238888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,2.488888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,2.738888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,2.988888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,3.238888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,3.488888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,3.738888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,3.988888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,4.238888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,4.488888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,4.738888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,4.988888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,5.238888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,5.488888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,5.738888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,5.988888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,6.238888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,6.488888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,6.738888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,6.988888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,7.238888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,7.488888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,7.738888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,7.988888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,8.238888888888889,g
